userName,isEdited,date,review,rating,title,developerResponse
AmesFaye,FALSE,10/1/2018 0:56,I’m really grateful for this app as it’s allowed me to make a couple “want” purchases I’d otherwise have not been able to make. But... it’s way too easy to get a line of credit. Only use if you’ve got good self control.,5,Way to easy to use,
Ay-Ray,FALSE,7/12/2018 2:53,"I was hesitant at first because of the information that is asked, but if it was not for this app my credit score would not have gone up as quickly as it did.",5,Got my credit score up,
Alex on Bass,FALSE,6/10/2018 12:54,Like really enjoy using affirm. The terms and conditions are plain and simple. Very transparent as far as fees interest and payments. My only gripe would be that it’s nearly impossible to “speak” with someone over the phone. Other than that it’s great!,5,Great Financing Option,
cosmic nater-tater,FALSE,5/8/2018 23:40,"I’ve used affirm for a few years now since the purchase of my Casper mattress. Since then, I’ve managed to build my credit and enjoy shopping online and in store pickup at some locations. Highly recommend affirm for your purchase, all legit!",5,Great lending app!!,
sealfish,FALSE,6/1/2018 15:42,I purchased a Linux Laptop that was great through Affirm. I was upset that interest was charged on the loan because I was told by the Laptop Vender that it was a 12 month interest free loan as long as it was payed within the 12 months. That wasn't the case at all. Interest was charged. Affirm should offer no interest loans for 6 & 12 month loans. I definitely would use them again.,3,Great App,"{'id': 3775886, 'body': ""We're happy to answer any questions you may have about Affirm or your account. Please feel free to contact us directly at help@affirm.com."", 'modified': '2018-06-08T21:05:07Z'}"
We2care4u,FALSE,3/22/2018 3:23,"Easy approval, flexible payments, low interest rate, good credit builder (not that I need it for that but it helps). Have taken out two loans with them all have been paid. Will definitely do business with them again 😊",5,Easy Approval & Flexible Payments,
Amie_O,FALSE,9/25/2017 4:18,"I love that I can see upfront what the interest options are going to be, what my monthly payments will be. I love how easy it is to make purchases and informed decisions. I love that it is so easy to log in and pay. This app and company is the best 😊",5,Still cannot believe how easy it is,
Lakelife24/7,FALSE,6/8/2021 18:23,"So far this has been a great relationship with us. I love the ease of the mobile app. So easy to shop,schedule payment,browse. To us it’s has been an awesome decision to do business I highly recommend these guys for any of your needs.",5,My thoughts,
jcardio74,FALSE,4/18/2021 18:24,It’s a good app & payments for the things that you like or need. I don’t like the fact you can’t put a credit card for payments. Hope you report my payments to the credit bureau.,5,Credit card,
shuddbdikdbd,FALSE,4/18/2021 21:41,I cancelled my order with Zugo bike three days after it was placed. I’ve contacted Zugo several times and they stated that have let y’all know the order was cancelled. I’m still being asked to pay on this loan that Is for nothing?  There is absolutely no way to contact Affirm at all. I’ve emailed you guys four times with no response. This is getting weird. Zugo basically said they’re not sure what else to do since they’ve told you the order was cancelled.,1,Order was cancelled,
God Family Friends,FALSE,3/11/2020 19:53,The financing options available with Affirm have worked great with my budget!  Their app is easy to navigate and manage!  I will share this with all of my friends and family.  Thank you!,5,Great option for financing trips!,
sambuca bear,FALSE,3/22/2021 0:46,Really has come in handy. Monthly payments are easy. The big negative. It does not show up on credit report. All the payments you make on time don’t matter. Affirm is fantastic if you don’t want credit cards but does not build credit.,4,Little to easy to use,
Vilmaesoro,FALSE,2/20/2021 20:18,"Love the service and everything that’s offered, but something keeps going wrong and half the time I try to log in it keeps saying affirm is not available and the whole thing just won’t load at all, for hours at times!",4,Fix the app,
cpkoslow,FALSE,1/31/2021 20:37,It took me two months to change my phone number and several calls to customer service. 7-10 days after the change was accepted and then another 10-12 business days for the change to go into effect but that is after I waited a week and a half for the email asking me to submit additional information to verify my identity. It was a nightmare!,1,Don’t ever change anything on your profile,
Fotogirl 9286,FALSE,5/28/2020 18:45,"Can’t verify my identity based on 6 questions about my ex-husband from 10yrs ago? Who, by the way, I NEVER shared an account or any debt with. Are you kidding me??? Additionally ‘all decisions are final’ and one day I’m approved for $700 then the next I’m denied credit and told not to reapply for 2 weeks without explanation. I’ve used your app several times, never missed a single payment, and you’d think I had been sent to collections the way you treat me.  I’ll never use this app again!!!!",1,Worst app,
this nic name is already taken,FALSE,5/3/2020 16:28,"Too many times I have been denied for loans. The still cery unhappy Walmart partnership doesn’t work half the time. Takes way too long to resolve any issues or receive refunds. I have been responsible for doing all the leg work in getting things resolved. Been with the company for a few years now and have been capped out at the same amount!! I am a very good customer who pays on time. Once I have payed my remaining loans, I will be cancelling my membership. Very Unhappy!!",1,Unhappy!!!,
shanon3,FALSE,3/5/2020 16:01,Love the app and how easy it is to find exactly what your looking for. Affirm made a dream come true for my husband and me by financing a purple mattress for us. Our old mattress we bought when we got married in 1997. Thanks you for the opportunity to be an Affirm Customer.,5,Rate App,
Jerry Flynn Dale,FALSE,2/1/2020 19:15,"The affirm app still give outdated info from the credit bureaus. Also it is very difficult to personally contact a live person at affirm. 

Other than that I simply love Affirm, best company to get approved right on the spot.",5,Affirm app need an updated portal with information.,
iasteele,FALSE,2/1/2020 1:05,This is the best way to make big purchases. I will never go back to credit cards. The payments are straight forward with no BS and you always know exactly what is going on with your account. Highly recommend.,5,Affirm,
tipcilla,FALSE,1/31/2020 19:43,I have purchased two large ticket items and paid down without interest on both in monthly installments. It has been a great experience and the app is so easy to use. Very happy with this service.,5,Amazing app,
Noel9460,FALSE,12/14/2019 3:37,I have good credit but don’t like to use it because I used to be in so much debt and this helps me control myself. Don’t take my word for it just try it. I saw some bad reviews but didn’t think it was a killer it sounds like easy fixes.,5,I love it!!!,
ⓐⓡⓐⓝⓩⓐ,FALSE,12/4/2019 5:08,Using this app is way faster and more user friendly. I’ve been using affirm for over a year and I love it because you can basically use it anywhere online and they explain everything in your Loan terms.,5,Love affirm,
