Case,Date,Sales Person,Activity
7100,7/11/2013,Bob,Contact
7100,7/12/2013,Bob,Contact
7100,7/16/2013,Bob,Quote
7100,7/17/2013,Bob,Lose
7101,7/18/2013,Mary,Lead
7101,7/19/2013,Mary,Contact
7101,7/29/2013,Mary,Contact
7101,7/30/2013,Mary,No Quote
7101,7/31/2013,Mary,Lose
7102,8/1/2013,Bill,Lead
7102,8/5/2013,Bill,Contact
7102,8/6/2013,Bill,Contact
7102,8/9/2013,Bill,Contact
7102,8/12/2013,Bill,Contact
7102,8/13/2013,Bill,No Quote
7102,8/14/2013,Bill,Lose
7103,8/15/2013,Jane,Lead
7103,8/16/2013,Jane,Contact
7103,8/20/2013,Jane,Contact
7103,8/21/2013,Jane,Contact
7103,8/22/2013,Jane,Contact
7103,8/26/2013,Jane,Contact
7103,8/27/2013,Jane,Quote
7103,8/28/2013,Jane,Lose
7104,8/29/2013,Bob,Lead
7104,8/30/2013,Bob,Contact
7104,9/2/2013,Bob,Contact
7104,9/3/2013,Bob,Contact
7104,9/4/2013,Bob,Contact
7104,9/6/2013,Bob,Contact
7104,9/10/2013,Bob,Quote
7104,9/11/2013,Bob,Win
7105,9/12/2013,Mary,Lead
7105,9/13/2013,Mary,Contact
7105,9/16/2013,Mary,Contact
7105,9/19/2013,Mary,Contact
7105,9/24/2013,Mary,No Quote
7105,9/25/2013,Mary,Lose
7106,9/26/2013,Bill,Lead
7106,9/27/2013,Bill,Contact
7106,9/30/2013,Bill,Contact
7106,10/1/2013,Bill,Contact
7106,10/4/2013,Bill,Contact
7106,10/7/2013,Bill,Contact
7106,10/8/2013,Bill,Quote
7106,10/9/2013,Bill,Win
7107,10/10/2013,Jane,Lead
7107,10/11/2013,Jane,Contact
7107,10/14/2013,Jane,Contact
7107,10/15/2013,Jane,Contact
7107,10/17/2013,Jane,Contact
7107,10/18/2013,Jane,Contact
7107,10/22/2013,Jane,Quote
7107,10/23/2013,Jane,Win
7108,10/24/2013,Bob,Lead
7108,10/25/2013,Bob,Contact
7108,11/5/2013,Bob,No Quote
7108,11/6/2013,Bob,Lose
7109,11/7/2013,Mary,Lead
7109,11/8/2013,Mary,Contact
7109,11/11/2013,Mary,Contact
7109,11/19/2013,Mary,No Quote
7109,11/20/2013,Mary,Lose
7110,11/21/2013,Bill,Lead
7110,11/22/2013,Bill,Contact
7110,11/25/2013,Bill,Contact
7110,11/26/2013,Bill,Contact
7110,12/2/2013,Bill,Contact
7110,12/3/2013,Bill,No Quote
7110,12/4/2013,Bill,Lose
7111,12/5/2013,Jane,Lead
7111,12/6/2013,Jane,Contact
7111,12/9/2013,Jane,Contact
7111,12/13/2013,Jane,Contact
7111,12/16/2013,Jane,Contact
7111,12/17/2013,Jane,No Quote
7111,12/18/2013,Jane,Lose
7112,12/19/2013,Bob,Lead
7112,12/20/2013,Bob,Contact
7112,12/23/2013,Bob,Contact
7112,12/24/2013,Bob,Contact
7112,12/26/2013,Bob,Contact
7112,12/30/2013,Bob,Contact
7112,12/31/2013,Bob,Quote
7112,1/1/2014,Bob,Win
7113,1/2/2014,Mary,Lead
7113,1/3/2014,Mary,Contact
7113,1/6/2014,Mary,Contact
7113,1/7/2014,Mary,Contact
7113,1/8/2014,Mary,Contact
7113,1/9/2014,Mary,Contact
7113,1/10/2014,Mary,Contact
7113,1/14/2014,Mary,Quote
7113,1/15/2014,Mary,Win
7114,1/16/2014,Bill,Lead
7114,1/17/2014,Bill,Contact
7114,1/20/2014,Bill,Contact
7114,1/21/2014,Bill,Contact
7114,1/24/2014,Bill,Contact
7114,1/27/2014,Bill,Contact
7114,1/28/2014,Bill,Quote
7114,1/29/2014,Bill,Win
7115,1/30/2014,Jane,Lead
7115,2/4/2014,Jane,Contact
7115,2/5/2014,Jane,Contact
7115,2/7/2014,Jane,Contact
7115,2/11/2014,Jane,No Quote
7115,2/12/2014,Jane,Lose
7116,2/13/2014,Bob,Lead
7116,2/17/2014,Bob,Contact
7116,2/18/2014,Bob,Contact
7116,2/20/2014,Bob,Contact
7116,2/24/2014,Bob,Contact
7116,2/25/2014,Bob,No Quote
7116,2/26/2014,Bob,Lose
7117,2/27/2014,Mary,Lead
7117,2/28/2014,Mary,Contact
7117,3/3/2014,Mary,Contact
7117,3/5/2014,Mary,Contact
7117,3/10/2014,Mary,Contact
7117,3/11/2014,Mary,Quote
7117,3/12/2014,Mary,Win
7118,3/13/2014,Bill,Lead
7118,3/20/2014,Bill,Contact
7118,3/25/2014,Bill,No Quote
7118,3/26/2014,Bill,Lose
7119,3/27/2014,Jane,Lead
7119,3/28/2014,Jane,Contact
7119,3/31/2014,Jane,Contact
7119,4/2/2014,Jane,Contact
7119,4/3/2014,Jane,Contact
7119,4/4/2014,Jane,Contact
7119,4/8/2014,Jane,Quote
7119,4/9/2014,Jane,Win
7120,4/10/2014,Bob,Lead
7120,4/11/2014,Bob,Contact
7120,4/15/2014,Bob,Contact
7120,4/16/2014,Bob,Contact
7120,4/17/2014,Bob,Contact
7120,4/18/2014,Bob,Contact
7120,4/21/2014,Bob,Contact
7120,4/22/2014,Bob,Quote
7120,4/23/2014,Bob,Lose
7121,4/24/2014,Mary,Lead
7121,4/28/2014,Mary,Contact
7121,4/29/2014,Mary,Contact
7121,5/1/2014,Mary,Contact
7121,5/2/2014,Mary,Contact
7121,5/6/2014,Mary,No Quote
7121,5/7/2014,Mary,Lose
7122,5/8/2014,Bill,Lead
7122,5/12/2014,Bill,Contact
7122,5/13/2014,Bill,Contact
7122,5/16/2014,Bill,Contact
7122,5/19/2014,Bill,Contact
7122,5/20/2014,Bill,No Quote
7122,5/21/2014,Bill,Lose
7123,5/22/2014,Jane,Lead
7123,5/23/2014,Jane,Contact
7123,5/26/2014,Jane,Contact
7123,5/27/2014,Jane,Contact
7123,5/28/2014,Jane,Contact
7123,6/2/2014,Jane,Contact
7123,6/3/2014,Jane,No Quote
7123,6/4/2014,Jane,Lose
7124,6/5/2014,Bob,Lead
7124,6/6/2014,Bob,Contact
7124,6/10/2014,Bob,Contact
7124,6/11/2014,Bob,Contact
7124,6/12/2014,Bob,Contact
7124,6/16/2014,Bob,Contact
7124,6/17/2014,Bob,Quote
7124,6/18/2014,Bob,Win
7125,6/19/2014,Mary,Lead
7125,6/24/2014,Mary,Contact
7125,6/25/2014,Mary,Contact
7125,6/30/2014,Mary,Contact
7125,7/1/2014,Mary,No Quote
7125,7/2/2014,Mary,Lose
7126,7/3/2014,Bill,Lead
7126,7/4/2014,Bill,Contact
7126,7/8/2014,Bill,Contact
7126,7/14/2014,Bill,Contact
7126,7/15/2014,Bill,No Quote
7126,7/16/2014,Bill,Lose
7127,7/17/2014,Jane,Lead
7127,7/18/2014,Jane,Contact
7127,7/21/2014,Jane,Contact
7127,7/23/2014,Jane,Contact
7127,7/25/2014,Jane,Contact
7127,7/29/2014,Jane,Quote
7127,7/30/2014,Jane,Win
7128,7/31/2014,Bob,Lead
7128,8/1/2014,Bob,Contact
7128,8/4/2014,Bob,Contact
7128,8/5/2014,Bob,Contact
7128,8/7/2014,Bob,Contact
7128,8/12/2014,Bob,No Quote
7128,8/13/2014,Bob,Lose
7129,8/14/2014,Mary,Lead
7129,8/15/2014,Mary,Contact
7129,8/18/2014,Mary,Contact
7129,8/19/2014,Mary,Contact
7129,8/20/2014,Mary,Contact
7129,8/21/2014,Mary,Contact
7129,8/22/2014,Mary,Contact
7129,8/26/2014,Mary,Quote
7129,8/27/2014,Mary,Lose
7130,8/28/2014,Bill,Lead
7130,9/1/2014,Bill,Contact
7130,9/4/2014,Bill,Contact
7130,9/5/2014,Bill,Contact
7130,9/9/2014,Bill,No Quote
7130,9/10/2014,Bill,Lose
7131,9/11/2014,Jane,Lead
7131,9/16/2014,Jane,Contact
7131,9/18/2014,Jane,Contact
7131,9/19/2014,Jane,Contact
7131,9/22/2014,Jane,Contact
7131,9/23/2014,Jane,No Quote
7131,9/24/2014,Jane,Lose
7132,9/25/2014,Bob,Lead
7132,9/30/2014,Bob,Contact
7132,10/7/2014,Bob,No Quote
7132,10/8/2014,Bob,Lose
7133,10/9/2014,Mary,Lead
7133,10/13/2014,Mary,Contact
7133,10/15/2014,Mary,Contact
7133,10/21/2014,Mary,No Quote
7133,10/22/2014,Mary,Lose
7134,10/23/2014,Bill,Lead
7134,10/24/2014,Bill,Contact
7134,10/29/2014,Bill,Contact
7134,10/31/2014,Bill,Contact
7134,11/3/2014,Bill,Contact
7134,11/4/2014,Bill,Quote
7134,11/5/2014,Bill,Win
7135,11/6/2014,Jane,Lead
7135,11/7/2014,Jane,Contact
7135,11/10/2014,Jane,Contact
7135,11/11/2014,Jane,Contact
7135,11/14/2014,Jane,Contact
7135,11/17/2014,Jane,Contact
7135,11/18/2014,Jane,Quote
7135,11/19/2014,Jane,Lose
7136,11/20/2014,Bob,Lead
7136,11/21/2014,Bob,Contact
7136,11/24/2014,Bob,Contact
7136,12/1/2014,Bob,Contact
7136,12/2/2014,Bob,No Quote
7136,12/3/2014,Bob,Lose
7137,12/4/2014,Mary,Lead
7137,12/8/2014,Mary,Contact
7137,12/11/2014,Mary,Contact
7137,12/12/2014,Mary,Contact
7137,12/16/2014,Mary,No Quote
7137,12/17/2014,Mary,Lose
7138,12/18/2014,Bill,Lead
7138,12/19/2014,Bill,Contact
7138,12/23/2014,Bill,Contact
7138,12/24/2014,Bill,Contact
7138,12/25/2014,Bill,Contact
7138,12/29/2014,Bill,Contact
7138,12/30/2014,Bill,Quote
7138,12/31/2014,Bill,Lose
7139,1/1/2015,Jane,Lead
7139,1/6/2015,Jane,Contact
7139,1/8/2015,Jane,Contact
7139,1/9/2015,Jane,Contact
7139,1/12/2015,Jane,Contact
7139,1/13/2015,Jane,Quote
7139,1/14/2015,Jane,Lose
7140,1/15/2015,Bob,Lead
7140,1/16/2015,Bob,Contact
7140,1/19/2015,Bob,Contact
7140,1/27/2015,Bob,No Quote
7140,1/28/2015,Bob,Lose
7141,1/29/2015,Mary,Lead
7141,1/30/2015,Mary,Contact
7141,2/4/2015,Mary,Contact
7141,2/6/2015,Mary,Contact
7141,2/9/2015,Mary,Contact
7141,2/10/2015,Mary,Quote
7141,2/11/2015,Mary,Lose
7142,2/12/2015,Bill,Lead
7142,2/18/2015,Bill,Contact
7142,2/20/2015,Bill,Contact
7142,2/24/2015,Bill,No Quote
7142,2/25/2015,Bill,Lose
7143,2/26/2015,Jane,Lead
7143,3/2/2015,Jane,Contact
7143,3/4/2015,Jane,Contact
7143,3/5/2015,Jane,Contact
7143,3/10/2015,Jane,No Quote
7143,3/11/2015,Jane,Lose
7144,3/12/2015,Bob,Lead
7144,3/13/2015,Bob,Contact
7144,3/17/2015,Bob,Contact
7144,3/19/2015,Bob,Contact
7144,3/20/2015,Bob,Contact
7144,3/23/2015,Bob,Contact
7144,3/24/2015,Bob,Quote
7144,3/25/2015,Bob,Win
7145,3/26/2015,Mary,Lead
7145,3/27/2015,Mary,Contact
7145,3/30/2015,Mary,Contact
7145,4/1/2015,Mary,Contact
7145,4/3/2015,Mary,Contact
7145,4/7/2015,Mary,Quote
7145,4/8/2015,Mary,Win
7146,4/9/2015,Bill,Lead
7146,4/13/2015,Bill,Contact
7146,4/16/2015,Bill,Contact
7146,4/20/2015,Bill,Contact
7146,4/21/2015,Bill,No Quote
7146,4/22/2015,Bill,Lose
7147,4/23/2015,Jane,Lead
7147,4/30/2015,Jane,Contact
7147,5/4/2015,Jane,Contact
7147,5/5/2015,Jane,No Quote
7147,5/6/2015,Jane,Lose
7148,5/7/2015,Bob,Lead
7148,5/8/2015,Bob,Contact
7148,5/12/2015,Bob,Contact
7148,5/13/2015,Bob,Contact
7148,5/14/2015,Bob,Contact
7148,5/15/2015,Bob,Contact
7148,5/18/2015,Bob,Contact
7148,5/19/2015,Bob,Quote
7148,5/20/2015,Bob,Win
7149,5/21/2015,Mary,Lead
7149,5/25/2015,Mary,Contact
7149,5/26/2015,Mary,Contact
7149,5/27/2015,Mary,Contact
7149,5/28/2015,Mary,Contact
7149,6/1/2015,Mary,Contact
7149,6/2/2015,Mary,Quote
7149,6/3/2015,Mary,Win
7150,6/4/2015,Bill,Lead
7150,6/9/2015,Bill,Contact
7150,6/10/2015,Bill,Contact
7150,6/12/2015,Bill,Contact
7150,6/15/2015,Bill,Contact
7150,6/16/2015,Bill,No Quote
7150,6/17/2015,Bill,Lose
7151,6/18/2015,Jane,Lead
7151,6/19/2015,Jane,Contact
7151,6/22/2015,Jane,Contact
7151,6/23/2015,Jane,Contact
7151,6/29/2015,Jane,Contact
7151,6/30/2015,Jane,No Quote
7151,7/1/2015,Jane,Lose
7152,7/2/2015,Bob,Lead
7152,7/3/2015,Bob,Contact
7152,7/6/2015,Bob,Contact
7152,7/8/2015,Bob,Contact
7152,7/10/2015,Bob,Contact
7152,7/13/2015,Bob,Contact
7152,7/14/2015,Bob,Quote
7152,7/15/2015,Bob,Lose
7153,7/16/2015,Mary,Lead
7153,7/17/2015,Mary,Contact
7153,7/21/2015,Mary,Contact
7153,7/23/2015,Mary,Contact
7153,7/24/2015,Mary,Contact
7153,7/28/2015,Mary,No Quote
7153,7/29/2015,Mary,Lose
7154,7/30/2015,Bill,Lead
7154,7/31/2015,Bill,Contact
7154,8/3/2015,Bill,Contact
7154,8/5/2015,Bill,Contact
7154,8/6/2015,Bill,Contact
7154,8/10/2015,Bill,Contact
7154,8/11/2015,Bill,No Quote
7154,8/12/2015,Bill,Lose
7155,8/13/2015,Jane,Lead
7155,8/18/2015,Jane,Contact
7155,8/19/2015,Jane,Contact
7155,8/21/2015,Jane,Contact
7155,8/24/2015,Jane,Contact
7155,8/25/2015,Jane,Quote
7155,8/26/2015,Jane,Win
7156,8/27/2015,Bob,Lead
7156,8/31/2015,Bob,Contact
7156,9/1/2015,Bob,Contact
7156,9/2/2015,Bob,Contact
7156,9/4/2015,Bob,Contact
7156,9/8/2015,Bob,No Quote
7156,9/9/2015,Bob,Lose
7157,9/10/2015,Mary,Lead
7157,9/11/2015,Mary,Contact
7157,9/14/2015,Mary,Contact
7157,9/15/2015,Mary,Contact
7157,9/16/2015,Mary,Contact
7157,9/17/2015,Mary,Contact
7157,9/18/2015,Mary,Contact
7157,9/21/2015,Mary,Contact
7157,9/22/2015,Mary,Quote
7157,9/23/2015,Mary,Lose
7158,9/24/2015,Bill,Lead
7158,9/29/2015,Bill,Contact
7158,10/1/2015,Bill,Contact
7158,10/5/2015,Bill,Contact
7158,10/6/2015,Bill,No Quote
7158,10/7/2015,Bill,Lose
7159,10/8/2015,Jane,Lead
7159,10/16/2015,Jane,Contact
7159,10/20/2015,Jane,No Quote
7159,10/21/2015,Jane,Lose
7160,10/22/2015,Bob,Lead
7160,10/23/2015,Bob,Contact
7160,10/27/2015,Bob,Contact
7160,10/28/2015,Bob,Contact
7160,10/29/2015,Bob,Contact
7160,10/30/2015,Bob,Contact
7160,11/3/2015,Bob,Quote
7160,11/4/2015,Bob,Win
7161,11/5/2015,Mary,Lead
7161,11/6/2015,Mary,Contact
7161,11/9/2015,Mary,Contact
7161,11/10/2015,Mary,Contact
7161,11/11/2015,Mary,Contact
7161,11/12/2015,Mary,Contact
7161,11/17/2015,Mary,Quote
7161,11/18/2015,Mary,Win
7162,11/19/2015,Bill,Lead
7162,11/23/2015,Bill,Contact
7162,11/24/2015,Bill,Contact
7162,11/25/2015,Bill,Contact
7162,11/26/2015,Bill,Contact
7162,12/1/2015,Bill,No Quote
7162,12/2/2015,Bill,Lose
7163,12/3/2015,Jane,Lead
7163,12/4/2015,Jane,Contact
7163,12/7/2015,Jane,Contact
7163,12/8/2015,Jane,Contact
7163,12/9/2015,Jane,Contact
7163,12/10/2015,Jane,Contact
7163,12/11/2015,Jane,Contact
7163,12/14/2015,Jane,Contact
7163,12/15/2015,Jane,Quote
7163,12/16/2015,Jane,Win
7164,12/17/2015,Bob,Lead
7164,12/18/2015,Bob,Contact
7164,12/21/2015,Bob,Contact
7164,12/23/2015,Bob,Contact
7164,12/28/2015,Bob,Contact
7164,12/29/2015,Bob,No Quote
7164,12/30/2015,Bob,Lose
7165,12/31/2015,Mary,Lead
7165,1/4/2016,Mary,Contact
7165,1/7/2016,Mary,Contact
7165,1/12/2016,Mary,No Quote
7165,1/13/2016,Mary,Lose
7166,1/14/2016,Bill,Lead
7166,1/19/2016,Bill,Contact
7166,1/25/2016,Bill,Contact
7166,1/26/2016,Bill,No Quote
7166,1/27/2016,Bill,Lose
7167,1/28/2016,Jane,Lead
7167,1/29/2016,Jane,Contact
7167,2/1/2016,Jane,Contact
7167,2/3/2016,Jane,Contact
7167,2/5/2016,Jane,Contact
7167,2/9/2016,Jane,No Quote
7167,2/10/2016,Jane,Lose
7168,2/11/2016,Bob,Lead
7168,2/12/2016,Bob,Contact
7168,2/15/2016,Bob,Contact
7168,2/18/2016,Bob,Contact
7168,2/22/2016,Bob,Contact
7168,2/23/2016,Bob,Quote
7168,2/24/2016,Bob,Lose
7169,2/25/2016,Mary,Lead
7169,3/1/2016,Mary,Contact
7169,3/2/2016,Mary,Contact
7169,3/3/2016,Mary,Contact
7169,3/4/2016,Mary,Contact
7169,3/7/2016,Mary,Contact
7169,3/8/2016,Mary,Quote
7169,3/9/2016,Mary,Win
7170,3/10/2016,Bill,Lead
7170,3/15/2016,Bill,Contact
7170,3/21/2016,Bill,Contact
7170,3/22/2016,Bill,No Quote
7170,3/23/2016,Bill,Lose
7171,3/24/2016,Jane,Lead
7171,3/28/2016,Jane,Contact
7171,3/30/2016,Jane,Contact
7171,3/31/2016,Jane,Contact
7171,4/5/2016,Jane,No Quote
7171,4/6/2016,Jane,Lose
7172,4/7/2016,Bob,Lead
7172,4/8/2016,Bob,Contact
7172,4/12/2016,Bob,Contact
7172,4/13/2016,Bob,Contact
7172,4/14/2016,Bob,Contact
7172,4/15/2016,Bob,Contact
7172,4/19/2016,Bob,Quote
7172,4/20/2016,Bob,Lose
7173,4/21/2016,Mary,Lead
7173,4/25/2016,Mary,Contact
7173,4/26/2016,Mary,Contact
7173,4/27/2016,Mary,Contact
7173,5/3/2016,Mary,No Quote
7173,5/4/2016,Mary,Lose
7174,5/5/2016,Bill,Lead
7174,5/10/2016,Bill,Contact
7174,5/17/2016,Bill,No Quote
7174,5/18/2016,Bill,Lose
7175,5/19/2016,Jane,Lead
7175,5/23/2016,Jane,Contact
7175,5/25/2016,Jane,Contact
7175,5/26/2016,Jane,Contact
7175,5/27/2016,Jane,Contact
7175,5/31/2016,Jane,No Quote
7175,6/1/2016,Jane,Lose
7176,6/2/2016,Bob,Lead
7176,6/3/2016,Bob,Contact
7176,6/6/2016,Bob,Contact
7176,6/7/2016,Bob,Contact
7176,6/14/2016,Bob,No Quote
7176,6/15/2016,Bob,Lose
7177,6/16/2016,Mary,Lead
7177,6/27/2016,Mary,Contact
7177,6/28/2016,Mary,No Quote
7177,6/29/2016,Mary,Lose
7178,6/30/2016,Bill,Lead
7178,7/6/2016,Bill,Contact
7178,7/8/2016,Bill,Contact
7178,7/12/2016,Bill,No Quote
7178,7/13/2016,Bill,Lose
7179,7/14/2016,Jane,Lead
7179,7/15/2016,Jane,Contact
7179,7/18/2016,Jane,Contact
7179,7/19/2016,Jane,Contact
7179,7/20/2016,Jane,Contact
7179,7/21/2016,Jane,Contact
7179,7/22/2016,Jane,Contact
7179,7/25/2016,Jane,Contact
7179,7/26/2016,Jane,Quote
7179,7/27/2016,Jane,Win
7180,7/28/2016,Bob,Lead
7180,7/29/2016,Bob,Contact
7180,8/1/2016,Bob,Contact
7180,8/2/2016,Bob,Contact
7180,8/3/2016,Bob,Contact
7180,8/9/2016,Bob,Quote
7180,8/10/2016,Bob,Lose
7181,8/11/2016,Mary,Lead
7181,8/17/2016,Mary,Contact
7181,8/19/2016,Mary,Contact
7181,8/23/2016,Mary,No Quote
7181,8/24/2016,Mary,Lose
7182,8/25/2016,Bill,Lead
7182,8/30/2016,Bill,Contact
7182,8/31/2016,Bill,Contact
7182,9/1/2016,Bill,Contact
7182,9/2/2016,Bill,Contact
7182,9/6/2016,Bill,No Quote
7182,9/7/2016,Bill,Lose
7183,9/8/2016,Jane,Lead
7183,9/13/2016,Jane,Contact
7183,9/14/2016,Jane,Contact
7183,9/19/2016,Jane,Contact
7183,9/20/2016,Jane,No Quote
7183,9/21/2016,Jane,Lose
7184,9/22/2016,Bob,Lead
7184,9/23/2016,Bob,Contact
7184,9/26/2016,Bob,Contact
7184,9/27/2016,Bob,Contact
7184,9/28/2016,Bob,Contact
7184,9/29/2016,Bob,Contact
7184,10/4/2016,Bob,Quote
7184,10/5/2016,Bob,Win
7185,10/6/2016,Mary,Lead
7185,10/7/2016,Mary,Contact
7185,10/10/2016,Mary,Contact
7185,10/11/2016,Mary,Contact
7185,10/12/2016,Mary,Contact
7185,10/13/2016,Mary,Contact
7185,10/14/2016,Mary,Contact
7185,10/17/2016,Mary,Contact
7185,10/18/2016,Mary,Quote
7185,10/19/2016,Mary,Win
7186,10/20/2016,Bill,Lead
7186,10/24/2016,Bill,Contact
7186,10/25/2016,Bill,Contact
7186,10/27/2016,Bill,Contact
7186,11/1/2016,Bill,No Quote
7186,11/2/2016,Bill,Lose
7187,11/3/2016,Jane,Lead
7187,11/4/2016,Jane,Contact
7187,11/7/2016,Jane,Contact
7187,11/9/2016,Jane,Contact
7187,11/10/2016,Jane,Contact
7187,11/11/2016,Jane,Contact
7187,11/14/2016,Jane,Contact
7187,11/15/2016,Jane,Quote
7187,11/16/2016,Jane,Win
7188,11/17/2016,Bob,Lead
7188,11/18/2016,Bob,Contact
7188,11/23/2016,Bob,Contact
7188,11/24/2016,Bob,Contact
7188,11/25/2016,Bob,Contact
7188,11/28/2016,Bob,Contact
7188,11/29/2016,Bob,Quote
7188,11/30/2016,Bob,Lose
7189,12/1/2016,Mary,Lead
7189,12/13/2016,Mary,No Quote
7189,12/14/2016,Mary,Lose
7190,12/15/2016,Bill,Lead
7190,12/16/2016,Bill,Contact
7190,12/22/2016,Bill,Contact
7190,12/26/2016,Bill,Contact
7190,12/27/2016,Bill,No Quote
7190,12/28/2016,Bill,Lose
7191,12/29/2016,Jane,Lead
7191,1/4/2010,Jane,Contact
7191,1/5/2010,Jane,Contact
7191,1/11/2010,Jane,No Quote
7191,1/12/2010,Jane,Lose
7192,1/13/2010,Bob,Lead
7192,1/19/2010,Bob,Contact
7192,1/20/2010,Bob,Contact
7192,1/21/2010,Bob,Contact
7192,1/25/2010,Bob,No Quote
7192,1/26/2010,Bob,Lose
7193,1/27/2010,Mary,Lead
7193,1/29/2010,Mary,Contact
7193,2/1/2010,Mary,Contact
7193,2/2/2010,Mary,Contact
7193,2/4/2010,Mary,Contact
7193,2/5/2010,Mary,Contact
7193,2/8/2010,Mary,Quote
7193,2/9/2010,Mary,Win
7194,2/10/2010,Bill,Lead
7194,2/12/2010,Bill,Contact
7194,2/15/2010,Bill,Contact
7194,2/16/2010,Bill,Contact
7194,2/19/2010,Bill,Contact
7194,2/22/2010,Bill,No Quote
7194,2/23/2010,Bill,Lose
7195,2/24/2010,Jane,Lead
7195,2/25/2010,Jane,Contact
7195,2/26/2010,Jane,Contact
7195,3/1/2010,Jane,Contact
7195,3/4/2010,Jane,Contact
7195,3/5/2010,Jane,Contact
7195,3/8/2010,Jane,Quote
7195,3/9/2010,Jane,Win
7196,3/10/2010,Bob,Lead
7196,3/11/2010,Bob,Contact
7196,3/12/2010,Bob,Contact
7196,3/22/2010,Bob,No Quote
7196,3/23/2010,Bob,Lose
7197,3/24/2010,Mary,Lead
7197,3/29/2010,Mary,Contact
7197,3/31/2010,Mary,Contact
7197,4/1/2010,Mary,Contact
7197,4/2/2010,Mary,Contact
7197,4/5/2010,Mary,No Quote
7197,4/6/2010,Mary,Lose
7198,4/7/2010,Bill,Lead
7198,4/8/2010,Bill,Contact
7198,4/12/2010,Bill,Contact
7198,4/14/2010,Bill,Contact
7198,4/19/2010,Bill,No Quote
7198,4/20/2010,Bill,Lose
7199,4/21/2010,Jane,Lead
7199,4/22/2010,Jane,Contact
7199,4/23/2010,Jane,Contact
7199,4/26/2010,Jane,Contact
7199,4/27/2010,Jane,Contact
7199,5/3/2010,Jane,No Quote
7199,5/4/2010,Jane,Lose
7200,5/5/2010,Bob,Lead
7200,5/6/2010,Bob,Contact
7200,5/10/2010,Bob,Contact
7200,5/11/2010,Bob,Contact
7200,5/12/2010,Bob,Contact
7200,5/14/2010,Bob,Contact
7200,5/17/2010,Bob,Quote
7200,5/18/2010,Bob,Lose
7201,5/19/2010,Mary,Lead
7201,5/21/2010,Mary,Contact
7201,5/24/2010,Mary,Contact
7201,5/25/2010,Mary,Contact
7201,5/27/2010,Mary,Contact
7201,5/31/2010,Mary,No Quote
7201,6/1/2010,Mary,Lose
7202,6/2/2010,Bill,Lead
7202,6/3/2010,Bill,Contact
7202,6/7/2010,Bill,Contact
7202,6/9/2010,Bill,Contact
7202,6/10/2010,Bill,Contact
7202,6/14/2010,Bill,No Quote
7202,6/15/2010,Bill,Lose
7203,6/16/2010,Jane,Lead
7203,6/17/2010,Jane,Contact
7203,6/21/2010,Jane,Contact
7203,6/23/2010,Jane,Contact
7203,6/28/2010,Jane,No Quote
7203,6/29/2010,Jane,Lose
7204,6/30/2010,Bob,Lead
7204,7/1/2010,Bob,Contact
7204,7/5/2010,Bob,Contact
7204,7/6/2010,Bob,Contact
7204,7/7/2010,Bob,Contact
7204,7/8/2010,Bob,Contact
7204,7/9/2010,Bob,Contact
7204,7/12/2010,Bob,Quote
7204,7/13/2010,Bob,Lose
7205,7/14/2010,Mary,Lead
7205,7/16/2010,Mary,Contact
7205,7/19/2010,Mary,Contact
7205,7/20/2010,Mary,Contact
7205,7/21/2010,Mary,Contact
7205,7/26/2010,Mary,No Quote
7205,7/27/2010,Mary,Lose
7206,7/28/2010,Bill,Lead
7206,7/29/2010,Bill,Contact
7206,7/30/2010,Bill,Contact
7206,8/2/2010,Bill,Contact
7206,8/6/2010,Bill,Contact
7206,8/9/2010,Bill,Quote
7206,8/10/2010,Bill,Win
7207,8/11/2010,Jane,Lead
7207,8/13/2010,Jane,Contact
7207,8/18/2010,Jane,Contact
7207,8/19/2010,Jane,Contact
7207,8/23/2010,Jane,No Quote
7207,8/24/2010,Jane,Lose
7208,8/25/2010,Bob,Lead
7208,8/30/2010,Bob,Contact
7208,8/31/2010,Bob,Contact
7208,9/2/2010,Bob,Contact
7208,9/6/2010,Bob,No Quote
7208,9/7/2010,Bob,Lose
7209,9/8/2010,Mary,Lead
7209,9/9/2010,Mary,Contact
7209,9/10/2010,Mary,Contact
7209,9/14/2010,Mary,Contact
7209,9/20/2010,Mary,Quote
7209,9/21/2010,Mary,Lose
7210,9/22/2010,Bill,Lead
7210,9/23/2010,Bill,Contact
7210,9/24/2010,Bill,Contact
7210,9/28/2010,Bill,Contact
7210,9/29/2010,Bill,Contact
7210,10/1/2010,Bill,Contact
7210,10/4/2010,Bill,Quote
7210,10/5/2010,Bill,Win
7211,10/6/2010,Jane,Lead
7211,10/8/2010,Jane,Contact
7211,10/13/2010,Jane,Contact
7211,10/14/2010,Jane,Contact
7211,10/15/2010,Jane,Contact
7211,10/18/2010,Jane,Quote
7211,10/19/2010,Jane,Win
7212,10/20/2010,Bob,Lead
7212,10/21/2010,Bob,Contact
7212,10/25/2010,Bob,Contact
7212,10/27/2010,Bob,Contact
7212,11/1/2010,Bob,No Quote
7212,11/2/2010,Bob,Lose
7213,11/3/2010,Mary,Lead
7213,11/4/2010,Mary,Contact
7213,11/5/2010,Mary,Contact
7213,11/8/2010,Mary,Contact
7213,11/9/2010,Mary,Contact
7213,11/10/2010,Mary,Contact
7213,11/11/2010,Mary,Contact
7213,11/15/2010,Mary,Quote
